id,day,month,year,hour,minute,seconds,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
36,17,12,2006,00,35,00,1.004,0.094,242,5.6,0,0,0
37,17,12,2006,00,36,00,0.388,0.104,242.58,1.6,0,0,0
38,17,12,2006,00,37,00,1.458,0.09,242.3,7.4,0,0,0
39,17,12,2006,00,38,00,2.48,0.078,241.86,10.2,0,0,0
40,17,12,2006,00,39,00,2.454,0.074,240.76,10.2,0,0,0
41,17,12,2006,00,40,00,2.468,0.078,241.52,10.2,0,0,0
42,17,12,2006,00,41,00,2.028,0.084,241.88,9,0,0,0
43,17,12,2006,00,42,00,0.382,0.108,243.65,1.6,0,0,0
44,17,12,2006,00,43,00,0.902,0.098,242.62,5.2,0,0,0
45,17,12,2006,00,44,00,2.466,0.076,241.43,10.2,0,0,0
46,17,12,2006,00,45,00,2.456,0.076,241.18,10.2,0,0,0
47,17,12,2006,00,46,00,2.45,0.074,240.82,10,0,0,0
48,17,12,2006,00,47,00,2.448,0.074,240.78,10,0,0,0
49,17,12,2006,00,48,00,0.93,0,242.94,5.6,0,0,0
50,17,12,2006,00,49,00,0.286,0,243.84,1.2,0,0,0
51,17,12,2006,00,50,00,1.376,0,243.11,7.2,0,0,0
52,17,12,2006,00,51,00,2.456,0.048,241.98,10,0,0,0
53,17,12,2006,00,52,00,2.456,0.048,242.01,10,0,0,0
54,17,12,2006,00,53,00,2.444,0.046,241.38,10,0,0,0
55,17,12,2006,00,54,00,2.122,0.048,240.91,9.2,0,0,0
56,17,12,2006,00,55,00,0.356,0.07,242.13,1.4,0,0,0
57,17,12,2006,00,56,00,0.952,0.062,241.5,5.6,0,0,0
58,17,12,2006,00,57,00,2.426,0,240.45,10,0,0,0
59,17,12,2006,00,58,00,2.42,0,240.35,10,0,0,0
60,17,12,2006,00,59,00,2.412,0,240.65,10,0,0,0
61,17,12,2006,01,00,00,1.008,0,242.35,5.4,0,0,0
62,17,12,2006,01,01,00,0.43,0,243.4,1.8,0,0,0
63,17,12,2006,01,02,00,2.676,0.088,240.69,11.4,0,0,0
64,17,12,2006,01,03,00,3.766,0.208,239.13,15.6,0,0,0
65,17,12,2006,01,04,00,4.582,0.258,238.08,19.6,0,13,0
66,17,12,2006,01,05,00,5.282,0.15,237.38,22.4,0,35,0
67,17,12,2006,01,06,00,2.362,0.096,241.35,10.4,0,28,0
68,17,12,2006,01,07,00,3.25,0.084,240.95,13.6,0,37,0
69,17,12,2006,01,08,00,4.618,0.104,239.61,19.6,0,27,0
70,17,12,2006,01,09,00,5.242,0.178,239.49,21.8,0,37,0
71,17,12,2006,01,10,00,4.86,0.198,239.65,20.2,0,36,0
72,17,12,2006,01,11,00,3.738,0.238,240.39,16,0,36,0
73,17,12,2006,01,12,00,3.426,0.256,240.31,14.4,0,37,0
74,17,12,2006,01,13,00,5.254,0.214,238.15,22,0,35,0
75,17,12,2006,01,14,00,5.246,0.23,237.91,22,0,36,0
76,17,12,2006,01,15,00,5.216,0.21,237.44,22,0,36,0
77,17,12,2006,01,16,00,3.858,0.24,238.52,16.6,0,36,0
78,17,12,2006,01,17,00,2.822,0.188,239.55,11.8,0,36,0
79,17,12,2006,01,18,00,3.84,0.164,238.27,16.6,0,35,0
80,17,12,2006,01,19,00,4.636,0.14,237.37,19.4,0,36,0
81,17,12,2006,01,20,00,4.634,0.152,237.17,19.4,0,35,0
82,17,12,2006,01,21,00,4.652,0.142,237.92,19.4,0,36,0
83,17,12,2006,01,22,00,3.13,0.13,239.82,14.6,0,26,0
84,17,12,2006,01,23,00,1.756,0.05,241.18,7.6,0,24,0
85,17,12,2006,01,24,00,3.478,0,239.84,15,0,36,0
86,17,12,2006,01,25,00,4.5,0,239.04,18.8,0,36,0
87,17,12,2006,01,26,00,3.552,0,240.29,14.8,0,21,0
88,17,12,2006,01,27,00,3.94,0,239.19,16.6,0,28,0
89,17,12,2006,01,28,00,2.44,0,240.8,10,0,37,0
90,17,12,2006,01,29,00,2.08,0,241.61,9,0,28,0
91,17,12,2006,01,30,00,3.652,0,240.11,15.2,0,22,0
92,17,12,2006,01,31,00,4.432,0,239.35,18.4,0,36,0
93,17,12,2006,01,32,00,4.46,0,240.08,18.6,0,36,0
94,17,12,2006,01,33,00,2.186,0.124,242.07,10,0,17,0
95,17,12,2006,01,34,00,2.358,0.124,241.54,9.8,0,33,0
96,17,12,2006,01,35,00,3.954,0.098,239.84,16.8,0,36,0
97,17,12,2006,01,36,00,3.746,0.106,240.36,15.6,0,25,0
98,17,12,2006,01,37,00,3.944,0.098,239.79,16.6,0,25,0
99,17,12,2006,01,38,00,3.68,0.102,239.55,15.8,0,36,0
100,17,12,2006,01,39,00,1.67,0.13,242.21,7.2,0,24,0
101,17,12,2006,01,40,00,3.214,0.118,241.92,14.6,0,26,0
102,17,12,2006,01,41,00,4.5,0,240.42,18.6,0,36,0
103,17,12,2006,01,42,00,3.8,0,241.78,15.8,0,26,0
104,17,12,2006,01,43,00,2.664,0,243.31,11.2,0,23,0
105,17,12,2006,01,44,00,2.528,0.122,242.92,10.4,0,37,0
106,17,12,2006,01,45,00,2.668,0.14,241.8,11.6,0,18,0
107,17,12,2006,01,46,00,4.256,0.184,240.29,17.8,0,30,0
108,17,12,2006,01,47,00,4.126,0.244,240.61,17.6,0,28,0
109,17,12,2006,01,48,00,3.216,0.27,242.14,15,0,31,0
110,17,12,2006,01,49,00,0.574,0.302,243.88,2.6,0,5,0
111,17,12,2006,01,50,00,2.344,0.272,241.49,10.8,0,16,0
112,17,12,2006,01,51,00,3.804,0.244,240.34,16.2,0,23,0
113,17,12,2006,01,52,00,4.622,0.24,239.59,19.2,0,37,0
114,17,12,2006,01,53,00,3.218,0.25,240.38,13.8,0,16,0
115,17,12,2006,01,54,00,0.774,0.294,242.43,4.2,0,5,0
116,17,12,2006,01,55,00,0.572,0.3,243.55,2.6,0,5,0
117,17,12,2006,01,56,00,1.952,0.282,242.33,9,0,5,0
118,17,12,2006,01,57,00,2.608,0.188,241.86,10.8,0,4,0
119,17,12,2006,01,58,00,2.6,0.134,242.14,10.6,0,5,0
120,17,12,2006,01,59,00,2.568,0.132,241.97,10.6,0,5,0
121,17,12,2006,02,00,00,1.334,0.148,242.14,7,0,5,0
122,17,12,2006,02,01,00,0.362,0.124,244.33,1.6,0,3,0
123,17,12,2006,02,02,00,1.238,0.1,245.86,6.6,0,1,0
124,17,12,2006,02,03,00,2.448,0.088,244.84,10,0,2,0
125,17,12,2006,02,04,00,2.426,0.082,244.83,9.8,0,1,0
126,17,12,2006,02,05,00,1.794,0.098,245.8,8.4,0,2,0
127,17,12,2006,02,06,00,0.288,0.118,247.65,1.2,0,1,0
128,17,12,2006,02,07,00,0.608,0.12,247.49,3.8,0,1,0
129,17,12,2006,02,08,00,2.426,0.082,244.73,9.8,0,2,0
130,17,12,2006,02,09,00,2.442,0.088,244.9,10,0,1,0
131,17,12,2006,02,10,00,2.428,0.084,244.77,9.8,0,1,0
132,17,12,2006,02,11,00,0.674,0.116,247.47,4.4,0,2,0
133,17,12,2006,02,12,00,0.306,0.128,248.48,1.4,0,1,0
134,17,12,2006,02,13,00,2.09,0.094,247.01,9,0,2,0
135,17,12,2006,02,14,00,2.508,0.134,246.12,10.2,0,1,0
136,17,12,2006,02,15,00,2.228,0.126,246.32,9.4,0,1,0
137,17,12,2006,02,16,00,0.308,0.108,248.01,1.4,0,0,0
138,17,12,2006,02,17,00,0.29,0.102,248.2,1.2,0,0,0
139,17,12,2006,02,18,00,2.442,0.072,245.61,10,0,1,0
140,17,12,2006,02,19,00,2.514,0.156,245.29,10.2,0,0,0
141,17,12,2006,02,20,00,2.506,0.202,243.75,10.2,0,0,0
142,17,12,2006,02,21,00,0.388,0.234,246.17,1.8,0,0,0
143,17,12,2006,02,22,00,0.538,0.242,246.94,3.2,0,0,0
144,17,12,2006,02,23,00,2.496,0.142,245.35,10.2,0,0,0
145,17,12,2006,02,24,00,2.47,0.1,244.97,10,0,1,0
146,17,12,2006,02,25,00,2.448,0.096,244.97,10,0,0,0
147,17,12,2006,02,26,00,0.82,0.126,246.17,5,0,0,0
148,17,12,2006,02,27,00,0.308,0.13,247.3,1.4,0,0,0
149,17,12,2006,02,28,00,2.45,0.102,244.96,10,0,0,0
150,17,12,2006,02,29,00,2.432,0.092,244.2,9.8,0,0,0
151,17,12,2006,02,30,00,2.444,0.098,243.93,10,0,0,0
152,17,12,2006,02,31,00,1.97,0.1,244.35,8.8,0,0,0
153,17,12,2006,02,32,00,0.256,0,246.64,1.2,0,1,0
154,17,12,2006,02,33,00,0.508,0,246.7,3.6,0,0,0
155,17,12,2006,02,34,00,2.37,0,244.7,9.6,0,0,0
156,17,12,2006,02,35,00,2.352,0,245.05,9.6,0,0,0
157,17,12,2006,02,36,00,2.14,0,246.52,9,0,0,0
158,17,12,2006,02,37,00,0.212,0,248.94,0.8,0,0,0
159,17,12,2006,02,38,00,0.992,0,247.33,5.8,0,1,0
160,17,12,2006,02,39,00,2.362,0,245.39,9.6,0,0,0
161,17,12,2006,02,40,00,2.384,0,245.71,9.6,0,0,0
162,17,12,2006,02,41,00,1.928,0,246.1,8.4,0,0,0
163,17,12,2006,02,42,00,0.218,0,249.37,1,0,0,0
164,17,12,2006,02,43,00,0.656,0,249.07,4.4,0,1,0
165,17,12,2006,02,44,00,2.398,0,247.31,9.6,0,0,0
166,17,12,2006,02,45,00,2.412,0,247.26,9.6,0,0,0
167,17,12,2006,02,46,00,1.672,0,245.95,7.8,0,0,0
168,17,12,2006,02,47,00,0.226,0,246.16,1,0,0,0
169,17,12,2006,02,48,00,1.632,0,244.51,7.8,0,0,0
170,17,12,2006,02,49,00,2.352,0,243.91,9.6,0,1,0
171,17,12,2006,02,50,00,2.328,0.046,243.68,9.4,0,0,0
172,17,12,2006,02,51,00,0.732,0,244.57,4.6,0,0,0
173,17,12,2006,02,52,00,0.206,0,245.98,0.8,0,0,0
174,17,12,2006,02,53,00,2.332,0,244.32,9.6,0,0,0
175,17,12,2006,02,54,00,2.39,0,244.51,9.8,0,0,0
176,17,12,2006,02,55,00,2.476,0.1,244.84,10,0,1,0
177,17,12,2006,02,56,00,0.604,0.126,247.15,3.8,0,0,0
178,17,12,2006,02,57,00,0.38,0.178,246.59,1.8,0,0,0
179,17,12,2006,02,58,00,1.774,0.21,244.52,8.4,0,0,0
180,17,12,2006,02,59,00,2.52,0.202,243.43,10.4,0,0,0
181,17,12,2006,03,00,00,2.542,0.214,244.06,10.4,0,0,0
182,17,12,2006,03,01,00,2.228,0.294,245.05,9.8,0,4,0
183,17,12,2006,03,02,00,0.59,0.316,247.12,2.6,0,4,0
184,17,12,2006,03,03,00,1.354,0.316,246.86,7,0,3,0
185,17,12,2006,03,04,00,2.734,0.28,245.41,11.2,0,4,0
186,17,12,2006,03,05,00,2.734,0.288,245.27,11.2,0,3,0
187,17,12,2006,03,06,00,2.002,0.214,245.79,9,0,4,0
188,17,12,2006,03,07,00,0.472,0.144,247.11,2,0,3,0
189,17,12,2006,03,08,00,0.876,0,244.7,5,0,4,0
190,17,12,2006,03,09,00,2.324,0.046,243.24,9.4,0,0,0
191,17,12,2006,03,10,00,2.342,0,243.46,9.6,0,0,0
192,17,12,2006,03,11,00,2.326,0.046,243.57,9.4,0,0,0
193,17,12,2006,03,12,00,0.302,0,246.19,2,0,0,0
194,17,12,2006,03,13,00,0.208,0,247.17,0.8,0,0,0
195,17,12,2006,03,14,00,2.022,0,245.69,8.8,0,0,0
196,17,12,2006,03,15,00,2.356,0,245.08,9.6,0,0,0
197,17,12,2006,03,16,00,2.346,0,243.7,9.6,0,1,0
198,17,12,2006,03,17,00,2.24,0,243.92,9.2,0,0,0
199,17,12,2006,03,18,00,0.224,0,245.54,1,0,0,0
200,17,12,2006,03,19,00,0.424,0,244.88,3.2,0,0,0
201,17,12,2006,03,20,00,2.344,0,243.27,9.6,0,0,0
202,17,12,2006,03,21,00,2.308,0.048,242.65,9.4,0,0,0
203,17,12,2006,03,22,00,2.338,0,243.29,9.6,0,1,0
204,17,12,2006,03,23,00,1.48,0,243.73,7.4,0,0,0
205,17,12,2006,03,24,00,0.222,0,245.29,1,0,0,0
206,17,12,2006,03,25,00,0.82,0,245.38,5.2,0,0,0
207,17,12,2006,03,26,00,2.352,0,243.84,9.6,0,0,0
208,17,12,2006,03,27,00,2.312,0.048,242.8,9.4,0,0,0
209,17,12,2006,03,28,00,2.324,0,242.52,9.6,0,1,0
210,17,12,2006,03,29,00,0.232,0,244.9,1.4,0,0,0
211,17,12,2006,03,30,00,0.342,0.12,244.81,1.6,0,0,0
212,17,12,2006,03,31,00,1.94,0.098,243.8,8.8,0,0,0
213,17,12,2006,03,32,00,2.456,0.098,244.03,10,0,0,0
214,17,12,2006,03,33,00,2.448,0.096,244.73,10,0,0,0
215,17,12,2006,03,34,00,1.838,0.108,244.66,8.4,0,1,0
216,17,12,2006,03,35,00,0.32,0.13,246.4,1.4,0,0,0
217,17,12,2006,03,36,00,1.154,0.116,245.5,6.4,0,0,0
218,17,12,2006,03,37,00,2.442,0.096,243.49,10,0,0,0
219,17,12,2006,03,38,00,2.41,0.09,243.08,9.8,0,0,0
220,17,12,2006,03,39,00,2.282,0.096,243.17,9.6,0,0,0
221,17,12,2006,03,40,00,0.32,0.126,244.44,1.6,0,0,0
222,17,12,2006,03,41,00,0.812,0.224,244.05,4.8,0,1,0
223,17,12,2006,03,42,00,2.446,0.138,242.72,10,0,0,0
224,17,12,2006,03,43,00,2.426,0.066,243.81,9.8,0,0,0
225,17,12,2006,03,44,00,2.41,0.062,244.12,9.8,0,0,0
226,17,12,2006,03,45,00,0.436,0.096,245.64,2.8,0,0,0
227,17,12,2006,03,46,00,0.492,0.088,245.18,3.2,0,0,0
228,17,12,2006,03,47,00,2.424,0.064,243.7,9.8,0,1,0
229,17,12,2006,03,48,00,2.392,0.058,243.41,9.8,0,0,0
230,17,12,2006,03,49,00,2.382,0,243.42,9.8,0,0,0
231,17,12,2006,03,50,00,0.754,0,245.53,4.8,0,0,0
232,17,12,2006,03,51,00,0.412,0,246.54,3,0,0,0
233,17,12,2006,03,52,00,2.354,0,244.63,9.6,0,0,0
234,17,12,2006,03,53,00,2.412,0,244.59,9.8,0,1,0
235,17,12,2006,03,54,00,2.426,0.082,244.42,9.8,0,2,0
236,17,12,2006,03,55,00,1.384,0.1,244.64,7.2,0,2,0
237,17,12,2006,03,56,00,0.292,0.11,245.31,1.2,0,1,0
238,17,12,2006,03,57,00,1.33,0.098,243.78,7,0,2,0
239,17,12,2006,03,58,00,2.396,0.076,242.57,9.8,0,1,0
240,17,12,2006,03,59,00,2.422,0.082,243.16,9.8,0,2,0
241,17,12,2006,04,00,00,2.402,0.076,243.18,9.8,0,1,0
242,17,12,2006,04,01,00,0.43,0.112,245.02,2.6,0,2,0
243,17,12,2006,04,02,00,0.666,0.104,244.9,4.2,0,2,0
244,17,12,2006,04,03,00,2.42,0.08,242.77,9.8,0,1,0
245,17,12,2006,04,04,00,2.39,0.074,242.47,9.8,0,2,0
246,17,12,2006,04,05,00,2.446,0.12,242.14,10,0,1,0
247,17,12,2006,04,06,00,0.978,0.248,245.15,5.6,0,2,0
248,17,12,2006,04,07,00,0.4,0.254,245.86,1.8,0,1,0
249,17,12,2006,04,08,00,2.432,0.222,243.47,10.2,0,2,0
250,17,12,2006,04,09,00,2.5,0.214,243.36,10.2,0,1,0
251,17,12,2006,04,10,00,2.52,0.22,243.54,10.4,0,2,0
252,17,12,2006,04,11,00,0.788,0.246,245.68,4.8,0,1,0
253,17,12,2006,04,12,00,0.402,0.256,245.69,2,0,2,0
254,17,12,2006,04,13,00,2.238,0.216,243.21,9.6,0,1,0
255,17,12,2006,04,14,00,2.512,0.22,243.49,10.2,0,2,0
256,17,12,2006,04,15,00,2.486,0.212,243.2,10.2,0,1,0
257,17,12,2006,04,16,00,1.936,0.23,244.12,8.8,0,1,0
258,17,12,2006,04,17,00,0.376,0.256,246.45,1.8,0,2,0
259,17,12,2006,04,18,00,0.908,0.078,245.71,5.2,0,1,0
260,17,12,2006,04,19,00,2.336,0.046,243.86,9.4,0,0,0
261,17,12,2006,04,20,00,2.346,0,243.5,9.6,0,0,0
262,17,12,2006,04,21,00,2.328,0.046,243.62,9.4,0,0,0
263,17,12,2006,04,22,00,1.708,0,243.73,8,0,0,0
264,17,12,2006,04,23,00,0.206,0,245.17,0.8,0,0,0
265,17,12,2006,04,24,00,0.516,0,245.13,3.6,0,1,0
266,17,12,2006,04,25,00,2.426,0.06,243.67,9.8,0,0,0
267,17,12,2006,04,26,00,2.43,0.066,244,9.8,0,0,0
268,17,12,2006,04,27,00,2.424,0.06,243.6,9.8,0,0,0
269,17,12,2006,04,28,00,2.306,0.064,242.93,9.6,0,0,0
270,17,12,2006,04,29,00,0.288,0.088,245.08,1.2,0,0,0
271,17,12,2006,04,30,00,0.756,0.092,245.69,3.8,0,0,5
272,17,12,2006,04,31,00,3.498,0.05,242.83,14.4,0,0,19
273,17,12,2006,04,32,00,3.522,0.054,242.92,14.4,0,1,18
274,17,12,2006,04,33,00,3.46,0,243.03,14.2,0,0,19
275,17,12,2006,04,34,00,3.434,0.05,242.95,14,0,0,18
276,17,12,2006,04,35,00,1.646,0,245.6,7.4,0,0,19
277,17,12,2006,04,36,00,1.336,0,245.94,5.4,0,0,18
278,17,12,2006,04,37,00,2.874,0,244.16,12.4,0,1,18
279,17,12,2006,04,38,00,3.41,0.056,243.04,14,0,0,19
280,17,12,2006,04,39,00,3.412,0.052,242.49,14,0,0,18
281,17,12,2006,04,40,00,3.386,0.056,242.22,13.8,0,0,18
282,17,12,2006,04,41,00,1.844,0.048,244.07,8.2,0,0,18
283,17,12,2006,04,42,00,1.414,0.106,244.55,5.8,0,0,18
284,17,12,2006,04,43,00,3.352,0.086,242.89,14,0,1,18
285,17,12,2006,04,44,00,3.5,0.08,242.65,14.4,0,0,18
286,17,12,2006,04,45,00,3.516,0.084,242.63,14.4,0,0,18
287,17,12,2006,04,46,00,3.174,0.084,243.15,13.4,0,0,18
288,17,12,2006,04,47,00,1.428,0.114,245.1,5.8,0,0,19
289,17,12,2006,04,48,00,1.994,0.1,244.15,9,0,0,18
290,17,12,2006,04,49,00,3.492,0.082,241.83,14.4,0,1,18
291,17,12,2006,04,50,00,3.46,0.076,241.53,14.2,0,0,18
292,17,12,2006,04,51,00,3.492,0.082,242.06,14.4,0,0,18
293,17,12,2006,04,52,00,3.482,0.08,242.39,14.2,0,0,18
294,17,12,2006,04,53,00,1.492,0.104,245.95,6.2,0,0,18
295,17,12,2006,04,54,00,1.326,0,246.55,5.4,0,0,19
296,17,12,2006,04,55,00,3.282,0.046,243.76,13.6,0,1,18
297,17,12,2006,04,56,00,3.422,0.054,243.58,14,0,0,18
298,17,12,2006,04,57,00,3.424,0.05,242.95,14,0,0,18
299,17,12,2006,04,58,00,3.254,0.054,242.7,13.4,0,0,18
300,17,12,2006,04,59,00,1.32,0,244.27,5.4,0,0,18
301,17,12,2006,05,00,00,2.294,0,243.14,10.4,0,0,19
302,17,12,2006,05,01,00,3.4,0.052,242.01,14,0,0,17
303,17,12,2006,05,02,00,3.402,0.056,242.73,14,0,0,18
304,17,12,2006,05,03,00,3.418,0.05,242.7,14,0,1,18
305,17,12,2006,05,04,00,2.994,0.05,243.77,12.6,0,0,19
306,17,12,2006,05,05,00,1.326,0,244.66,5.4,0,0,18
307,17,12,2006,05,06,00,2.02,0,243.62,9.2,0,0,18
308,17,12,2006,05,07,00,3.378,0.056,241.41,14,0,0,18
309,17,12,2006,05,08,00,3.372,0.054,240.91,14,0,1,18
310,17,12,2006,05,09,00,3.374,0.046,240.82,14,0,0,17
311,17,12,2006,05,10,00,3.426,0.046,240.23,14.2,0,0,18
312,17,12,2006,05,11,00,1.462,0.066,242.12,6.2,0,0,18
313,17,12,2006,05,12,00,1.834,0.07,242.93,8.4,0,0,18
314,17,12,2006,05,13,00,3.462,0.046,242.13,14.2,0,0,18
315,17,12,2006,05,14,00,3.486,0.054,242.49,14.2,0,1,18
316,17,12,2006,05,15,00,2.91,0.056,243.69,12,0,0,9
317,17,12,2006,05,16,00,0.936,0.09,245.93,5.4,0,0,0
318,17,12,2006,05,17,00,0.338,0.152,246.45,1.6,0,0,0
319,17,12,2006,05,18,00,1.926,0.136,244.33,8.8,0,0,0
320,17,12,2006,05,19,00,2.42,0.088,242.87,9.8,0,0,0
321,17,12,2006,05,20,00,2.438,0.094,243.06,10,0,1,0
322,17,12,2006,05,21,00,2.43,0.092,243.67,9.8,0,0,0
323,17,12,2006,05,22,00,2.454,0.098,244.05,10,0,0,0
324,17,12,2006,05,23,00,0.424,0.126,246.26,2.6,0,0,0
325,17,12,2006,05,24,00,0.716,0.128,246.23,4.4,0,0,0
326,17,12,2006,05,25,00,2.462,0.098,245.16,10,0,0,0
327,17,12,2006,05,26,00,2.46,0.1,244.25,10,0,1,0
328,17,12,2006,05,27,00,2.418,0.09,243.19,9.8,0,0,0
329,17,12,2006,05,28,00,1,0.112,243.77,5.8,0,0,0
330,17,12,2006,05,29,00,0.298,0.118,244.73,1.2,0,0,0
331,17,12,2006,05,30,00,1.65,0,243.03,7.8,0,0,0
332,17,12,2006,05,31,00,2.31,0.048,242.67,9.4,0,0,0
333,17,12,2006,05,32,00,2.332,0,242.87,9.6,0,1,0
334,17,12,2006,05,33,00,2.242,0.046,243.03,9.2,0,0,0
335,17,12,2006,05,34,00,0.224,0,244.96,1,0,0,0
336,17,12,2006,05,35,00,0.752,0,244.5,4.8,0,0,0
337,17,12,2006,05,36,00,2.33,0,242.56,9.6,0,0,0
338,17,12,2006,05,37,00,2.322,0,242.61,9.4,0,0,0
339,17,12,2006,05,38,00,2.312,0.048,242.19,9.4,0,0,0
340,17,12,2006,05,39,00,0.76,0,243.74,4.8,0,1,0
341,17,12,2006,05,40,00,0.364,0,244.4,2.6,0,0,0
342,17,12,2006,05,41,00,2.336,0,242.39,9.6,0,0,0
343,17,12,2006,05,42,00,2.312,0.048,242.51,9.4,0,0,0
344,17,12,2006,05,43,00,2.332,0,242.61,9.6,0,0,0
345,17,12,2006,05,44,00,0.856,0,243.82,5.2,0,0,0
346,17,12,2006,05,45,00,0.864,0,243.55,5.4,0,1,0
347,17,12,2006,05,46,00,2.302,0.05,242.22,9.4,0,0,0
348,17,12,2006,05,47,00,2.324,0,242.6,9.6,0,0,0
349,17,12,2006,05,48,00,1.852,0,243.74,8.4,0,0,0
350,17,12,2006,05,49,00,0.226,0,247.08,1,0,0,0
351,17,12,2006,05,50,00,2.184,0,244.99,9.2,0,0,0
352,17,12,2006,05,51,00,2.38,0,245.62,9.6,0,1,0
353,17,12,2006,05,52,00,1.92,0,245.71,8.6,0,0,0
354,17,12,2006,05,53,00,0.254,0,246.97,1.2,0,0,0
355,17,12,2006,05,54,00,2.164,0.098,244.63,9.2,0,0,0
356,17,12,2006,05,55,00,2.554,0.188,244.72,10.4,0,0,0
357,17,12,2006,05,56,00,2.026,0.212,245.14,9,0,0,0
358,17,12,2006,05,57,00,0.414,0.244,246.58,2,0,1,0
359,17,12,2006,05,58,00,2.106,0.206,244.28,9.2,0,0,0
360,17,12,2006,05,59,00,2.522,0.202,243.58,10.4,0,0,0
361,17,12,2006,06,00,00,2.076,0.206,244.36,9.2,0,0,0
362,17,12,2006,06,01,00,0.402,0.238,245.77,1.8,0,0,0
363,17,12,2006,06,02,00,2.118,0.204,243.95,9.2,0,0,0
364,17,12,2006,06,03,00,2.486,0.176,243.01,10.2,0,1,0
365,17,12,2006,06,04,00,1.34,0.2,245.34,7,0,1,0
366,17,12,2006,06,05,00,0.666,0.258,246,4,0,1,0
367,17,12,2006,06,06,00,2.44,0.11,243.7,10,0,2,0
368,17,12,2006,06,07,00,2.426,0.082,243.53,9.8,0,2,0
369,17,12,2006,06,08,00,1.278,0.096,243.92,6.8,0,1,0
370,17,12,2006,06,09,00,0.43,0.106,244.99,2.8,0,2,0
371,17,12,2006,06,10,00,2.426,0.08,243.06,10,0,1,0
372,17,12,2006,06,11,00,2.382,0.072,241.95,9.8,0,2,0
373,17,12,2006,06,12,00,2.406,0.078,242.35,9.8,0,2,0
374,17,12,2006,06,13,00,0.33,0.106,244.82,1.8,0,1,0
375,17,12,2006,06,14,00,1.208,0.098,243.99,6.6,0,2,0
376,17,12,2006,06,15,00,2.406,0.076,242.91,9.8,0,1,0
377,17,12,2006,06,16,00,2.442,0.086,242.84,10,0,2,0
378,17,12,2006,06,17,00,2.426,0.082,243.09,10,0,1,0
379,17,12,2006,06,18,00,2.432,0.084,242.41,10,0,2,0
380,17,12,2006,06,19,00,2.414,0.08,242.63,9.8,0,1,0
381,17,12,2006,06,20,00,0.484,0.116,244.86,2.4,0,2,0
382,17,12,2006,06,21,00,0.312,0.112,245.05,1.4,0,1,0
383,17,12,2006,06,22,00,2.352,0.088,243.36,9.8,0,2,0
384,17,12,2006,06,23,00,2.428,0.084,243.66,9.8,0,1,0
